id,title,by,score,type,time,hour,title_length
13967072,Serverless Sign in with Blockstack Auth,metin-konrad,1,story,1970-01-01 00:00:01.490617459,0,39
13967098,Cryptography worst practices – Daniel J. Bernstein (2012) [pdf],karsten25,1,story,1970-01-01 00:00:01.490617700,0,63
13967110,Quick and Easy Introduction to CSS Grid for Beginners,d3v3r0,1,story,1970-01-01 00:00:01.490617792,0,53
13967127,12 New Fitbit Charge 2 Features That Every Best Fitness Tracker Should Need,acheilies,1,story,1970-01-01 00:00:01.490618016,0,75
13967139,File sharing sites to make $1000 per month with your blog,hacker125,1,story,1970-01-01 00:00:01.490618108,0,57
13967177,INTRODUCTION TO LABVIEW,junaidshahid360,1,story,1970-01-01 00:00:01.490618526,0,23
13967186,Thoughts Are Powerful,TimberlineMedia,1,story,1970-01-01 00:00:01.490618585,0,21
13967205,How Important Is Instagram to Successful Social Media Marketing in 2017?,HusariaMKTG,1,story,1970-01-01 00:00:01.490618795,0,72
13967265,Car Wars: Cory Doctorow's short story about the future of self-driving cars,chtfn,1,story,1970-01-01 00:00:01.490619358,0,75
13967271,Dishwasher has directory traversal bug,tdrnd,2,story,1970-01-01 00:00:01.490619384,0,38
13967320,PyDev of the Week: Roman Sirokov,driscollis,1,story,1970-01-01 00:00:01.490619793,0,32
13967339,The Launch a Python Related Patreon Campaign,driscollis,1,story,1970-01-01 00:00:01.490619944,0,44
13967363,EasyPost is Hiring – Build APIs for the Fortune 50,jstreebin,1,job,1970-01-01 00:00:01.490620108,0,50
13967367,Custom| Professional| Mobile| Android| App Development| Company,garyharmann,1,story,1970-01-01 00:00:01.490620143,0,63
13967406,The JavaScript phenomenon is a mass psychosis,insulanian,16,story,1970-01-01 00:00:01.490620493,0,45
13967416,How to Kill a WiFi Network Way of PRO Hackrs,sachinbharmoria,1,story,1970-01-01 00:00:01.490620542,0,44
13967428,Encoding.com's 2017 Global Media Format Report,clouddrover,1,story,1970-01-01 00:00:01.490620623,0,46
13967482,"Abortion Is Murder (Available on ITunes By, Evon Latrail)",kids_book,1,story,1970-01-01 00:00:01.490621102,0,57
13967508,Android+O:+Top+Android+O+Features+at+a+Glance,allynushh,1,story,1970-01-01 00:00:01.490621308,0,45
13967678,"Gmail, Messenger and WhatsApp received heaps of fake 5-star reviews on Google Play",buggybeaver,1,story,1970-01-01 00:00:01.490622663,0,82
13967687,"Availability monitoring, 0.5 released",rultor,1,story,1970-01-01 00:00:01.490622726,0,37
13967704,GitHub Repo for Curl function of PHP via proxies found on free-proxy-list.net,lnolte,1,story,1970-01-01 00:00:01.490622860,0,77
13967717,Reason 9 Crack and License Number and Registration Code Free,khashmi78,1,story,1970-01-01 00:00:01.490623022,0,60
13967725,Research the market for your project in just 7 seconds with the help of Big Data,dudeedud,1,story,1970-01-01 00:00:01.490623072,0,80
13967791,Why is the song about making America #Great makings so many people mad?,butchparnell,1,story,1970-01-01 00:00:01.490623663,0,71
13967808,Hot dance by brave girl,deep_12,1,story,1970-01-01 00:00:01.490623852,0,23
13967866,6 Ways to Attract a Flock of Angels to Your Venture,martyzwilling,1,story,1970-01-01 00:00:01.490624271,0,51
13967888,How to Make Your Home More Attractive to Millennial Home Buyers,samanthau,1,story,1970-01-01 00:00:01.490624392,0,63
13968033,Miele PG 8528 Washer-Disinfector Affected by a Web Server Directory Traversal,paganinip,1,story,1970-01-01 00:00:01.490625360,0,77
13968075,The best Slackbots for remote teams,KarinneLima,1,story,1970-01-01 00:00:01.490625581,0,35
13968093,The Future Mundane (2013),panic,1,story,1970-01-01 00:00:01.490625716,0,25
13968129,Cashier – Caching for Python functions,atmb4u,1,story,1970-01-01 00:00:01.490625975,0,38
13968135,What you need to know before building an API for your product,sindrehei,1,story,1970-01-01 00:00:01.490626037,0,61
13968251,Πως να αντιμετωπίσετε τα ερωτικά καβγαδάκια -,goldendiamond11,1,story,1970-01-01 00:00:01.490626882,0,45
13968278,PostgreSQL vs. MySQL – what to pick as your next analytical database?,albert-helmuth,1,story,1970-01-01 00:00:01.490627055,0,69
13968303,Free One Click SSL Plugin,contrid,1,story,1970-01-01 00:00:01.490627212,0,25
13968323,ReJSON – a JSON data type for Redis,wunger,1,story,1970-01-01 00:00:01.490627415,0,35
13968344,The Insidious Effects of SaaS Subscriptions on Your Business,yehudac,1,story,1970-01-01 00:00:01.490627547,0,60
13968363,7 Invaluable Hacks for YouTube Video Content Success,21Handshake,1,story,1970-01-01 00:00:01.490627655,0,52
13968375,"Vinales, Rossi score double podium for Yamaha in MotoGP opener in Qatar",Lulu13,1,story,1970-01-01 00:00:01.490627727,0,71
13968388,What is Proximity sensor? What are alternate uses of it? – SuratNow,suratnow16,1,story,1970-01-01 00:00:01.490627799,0,67
13968429,Y Combinator: Bookmarklet,bondhuchula,1,story,1970-01-01 00:00:01.490628099,0,25
13968432,Mobile Development for Arduino Part 6,Tregger,1,story,1970-01-01 00:00:01.490628106,0,37
13968522,How to Find and Hire Influencers in 3 Easy Steps,JtotheB789,1,story,1970-01-01 00:00:01.490628580,0,48
13968564,Human Readable Code or Why I Don’t Like If Statements,asiow,1,story,1970-01-01 00:00:01.490628857,0,53
13968611,Prototyping the Banking Revolution: Q&A with Atom Bank’s Head of UX,pepmarques,1,story,1970-01-01 00:00:01.490629253,0,67
13968621,Tips and Tricks How to Debug an Angular 1 Application via DevTools,asiow,1,story,1970-01-01 00:00:01.490629303,0,66
13968627,GoAccess in a tiny Docker image powered by Alpine Linux,kruse-tim,1,story,1970-01-01 00:00:01.490629336,0,55
13968636,How to Make Planner Stickers Without Photoshop,hearthandmadeuk,1,story,1970-01-01 00:00:01.490629383,0,46
13968637,Change how women are represented in photography and win big,scopioimages,1,story,1970-01-01 00:00:01.490629390,0,59
13968649,Misssing Pattern in Model-View-Controller,rudi-rau,1,story,1970-01-01 00:00:01.490629456,0,41
13968672,Boy does act of Regina hall in scary movie 2,prettyluckyyy,1,story,1970-01-01 00:00:01.490629609,0,44
13968811,Create Hybrid Test Automation Framework – Interface Contracts,aangelov,1,story,1970-01-01 00:00:01.490630410,0,61
13968814,Carnegie Mellon's CyLab challenges high school students to give hacking a try,mpelembe,1,story,1970-01-01 00:00:01.490630419,0,77
13968844,Evaluating boosted decision trees for billions of users,dwaxe,1,story,1970-01-01 00:00:01.490630585,0,55
13968849, said about little boy are very disturbing,prettyluckyyy,1,story,1970-01-01 00:00:01.490630617,0,42
13968874,Gender quotas in Sweden increase competence of elected officials,davidgerard,7,story,1970-01-01 00:00:01.490630854,0,64
13968896,Free Webinar on Machine Learning,Deindre76,1,story,1970-01-01 00:00:01.490630991,0,32
13969060,MOMO realtime stock discovery for Android 1.0 released,brentis,1,story,1970-01-01 00:00:01.490631902,0,54
13969093,5 Things You Can Do to Achieve Early Retirement Before 50,smsanko,1,story,1970-01-01 00:00:01.490632103,0,57
13969163,Neuro-Programmer 3 – Innovative Brainwave Entrainment Software,TobyGiacometti,1,story,1970-01-01 00:00:01.490632440,0,62
13969328,Refactor or Rewrite,tusharma,1,story,1970-01-01 00:00:01.490633306,0,19
13969357,DMOZ-Open Directory Project Has Officially Closed After 19 Years of Efforts,adminycomb,1,story,1970-01-01 00:00:01.490633458,0,75
13969507,Over 400 backing tracks for jamming,wunszsparkul,1,story,1970-01-01 00:00:01.490634235,0,35
13969518,VST Plugins for free,wunszsparkul,1,story,1970-01-01 00:00:01.490634293,0,20
13969580,Bracket Challenge – I.D. Your User Bad Behavior,SmartFile,1,story,1970-01-01 00:00:01.490634583,0,47
13969600,The Art and Science of Embedding and Hiding Messages in Pictures and Videos,babelouc,1,story,1970-01-01 00:00:01.490634685,0,75
13969603,Adobe Photoshop 7.0 Serial Number and Crack [Get Here],TipuCrack,1,story,1970-01-01 00:00:01.490634706,0,54
13969670,Cheap Flights from Barcelona to Rome,RomeFlights,1,story,1970-01-01 00:00:01.490635053,0,36
13969715,Urban Homesteaders Win Cancellation of Bogus Trademarks,dwaxe,1,story,1970-01-01 00:00:01.490635265,0,55
13969727,ZeroStack partners with Nimble Storage,ZeroStackInc,1,story,1970-01-01 00:00:01.490635310,0,38
13969836,A new approach to define sales leads,slideflight,1,story,1970-01-01 00:00:01.490635838,0,36
13969861,Unblocked Games 360,vasomarina9,1,story,1970-01-01 00:00:01.490635977,0,19
13969911,What I Need to Know About Diabetes Insipidus and Urine?,diabetesgenetic,1,story,1970-01-01 00:00:01.490636316,0,55
13970039,How to Whitelist Incapsula on AWS to Prevent WAF Bypass Attackd,biancagorospe,1,story,1970-01-01 00:00:01.490637135,0,63
13970119,LeadDyno Tracking Software – Affiliate Program,shekmera,1,story,1970-01-01 00:00:01.490637610,0,46
13970156,Can Solopreneurs Succeed?,sramana,1,story,1970-01-01 00:00:01.490637870,0,25
13970174,Automated Trading Robo Advisor Signal Samurai Is Awesome,recruiter,1,story,1970-01-01 00:00:01.490638060,0,56
13970178,SpaceVim,enrico50,1,story,1970-01-01 00:00:01.490638098,0,8
13970230,Silicon Valley tech workers are talking about unionizing to resist Trump,panic,12,story,1970-01-01 00:00:01.490638474,0,72
13970234,ANİ SEN BİR ÇİÇEKTİN,ghsswa,1,story,1970-01-01 00:00:01.490638506,0,20
13970240,"So, is anyone out there who wants to make a quick $100 ?",smnplk,2,story,1970-01-01 00:00:01.490638560,0,56
13970271,Can Renewable Solar Power Decentralize Bitcoin Mining Operations?,posternut,1,story,1970-01-01 00:00:01.490638751,0,65
13970317,Page 3 of Amazon Product # 1,vannghia0375,1,story,1970-01-01 00:00:01.490639019,0,28
13970343,SICKWEATHER DISRUPTS HEALTHCARE ‘DATA SILOS’ WITH NEW DEVELOPER PORTAL,kdeuber,1,story,1970-01-01 00:00:01.490639168,0,70
13970387,Want Less,gilbertginsberg,1,story,1970-01-01 00:00:01.490639501,0,9
13970392,Linux Samba Server,seco,1,story,1970-01-01 00:00:01.490639529,0,18
13970394,"A Review of Learn Python the Hard Way, 3rd Ed",albert-helmuth,1,story,1970-01-01 00:00:01.490639540,0,45
13970457,Introduction to JavaScript Async Functions- Promises Simplified,georgeuser77,2,story,1970-01-01 00:00:01.490639969,0,63
13970473,The War on Science,azuajef,23,story,1970-01-01 00:00:01.490640102,0,18
13970529,Interviews Should Be Based on Job Needs,beekums,1,story,1970-01-01 00:00:01.490640463,0,39
13970713,Mimir (YC S15) is hiring across all teams to build the future of CS education,coltonv,1,job,1970-01-01 00:00:01.490641715,0,77
13970740,Cracked LG Google Nexus 5 phone screen?,sydneycbdrepair,1,story,1970-01-01 00:00:01.490641914,0,39
13970787,"If you read a lot of blogs online, you need to check out NewsTab Reader",Aldina,1,story,1970-01-01 00:00:01.490642329,0,71
13970794,React Native: a first try,kruse-tim,1,story,1970-01-01 00:00:01.490642418,0,25
13970795,Practical CSS Grid,metin-konrad,1,story,1970-01-01 00:00:01.490642423,0,18
13970814,"Uber president Jeff Jones quits, deepening turmoil",preetish,1,story,1970-01-01 00:00:01.490642540,0,50
13970869,Can Hypnosis Help You Lose Weight,emaf07,1,story,1970-01-01 00:00:01.490642894,0,33
13970896,"MEDITATIONS, WE HAVE TO TRUST ONLY IN THE HOLY SPIRIT AND Not TO FOLLOW SATANIC",elhijodedios,1,story,1970-01-01 00:00:01.490643069,0,79
13970933,Big Top Casino – £20 Free No Deposit Bonus,jossstone,1,story,1970-01-01 00:00:01.490643304,0,42
13970947,Flights to Sierra Leone,travelwide,1,story,1970-01-01 00:00:01.490643356,0,23
13970948,How to Jumpstart Your Health,debbieloewen,1,story,1970-01-01 00:00:01.490643362,0,28
13971012,Eset Smart Security 10 License Key 100% Working 2018 Full,zubairismail,1,story,1970-01-01 00:00:01.490643757,0,57
13971091,The Text Message You Can't Afford to Miss,jackiecohen,1,story,1970-01-01 00:00:01.490644366,0,41
13971105,Brain Teaser: Calculate Max Stock Profit,andrei_bunea,1,story,1970-01-01 00:00:01.490644457,0,40
13971168,Linux.com – Slaying Monoliths at Netflix with Node.js,lnolte,1,story,1970-01-01 00:00:01.490644820,0,53
13971176,Elon Musk Launches Neuralink to Connect Brains with Computers,bcn,16,story,1970-01-01 00:00:01.490644840,0,61
13971177,InsuredMine for digitized policies and simplified Insurance,snehaIM,2,story,1970-01-01 00:00:01.490644871,0,59
13971200,Ultimate Pitch Deck to save you hours on your next deck,laurenarroyo83,1,story,1970-01-01 00:00:01.490645015,0,55
13971231,NieR+-+Automata:+Fan-Patch+is+supposed+to+produce+a+performance+miracle,allynushh,1,story,1970-01-01 00:00:01.490645261,0,71
13971263,The Text Message You Can't Afford to Miss,jackiecohen,1,story,1970-01-01 00:00:01.490645484,0,41
13971274,The Rise of the Artist – You Are the Future (2013),Tomte,1,story,1970-01-01 00:00:01.490645547,0,50
13971343,What Is the Difference Between Chair for Active Sitting and Regular Chair?,dxracercanada,1,story,1970-01-01 00:00:01.490645928,0,74
13971409,Airport attendants,obestjose,1,story,1970-01-01 00:00:01.490646244,0,18
13971456,فني ستلايت الكويت 50996682,fahadeg,1,story,1970-01-01 00:00:01.490646499,0,26
13971462,Apple just bought the app it once crowned 'most innovative' and made it free,airsassociation,1,story,1970-01-01 00:00:01.490646566,0,76
13971471,"2017 Community College Cyber Summit (3CS) – Largo, Maryland",schiller-silvio,1,story,1970-01-01 00:00:01.490646619,0,59
13971510,Interactive map of conflicts all over the world,rishabhd,1,story,1970-01-01 00:00:01.490646866,0,47
13971516,"Starter for using Log4jdbc with Spring Boot, 1.0.0 released",rultor,1,story,1970-01-01 00:00:01.490646895,0,59
13971532,App i use on the daily base,quotleapp,1,story,1970-01-01 00:00:01.490647068,0,27
13971537,Signal leaks your phone number to everyone in your contacts,chmars,1,story,1970-01-01 00:00:01.490647097,0,59
13971565,Dismantling the permit raj in housing,jseliger,1,story,1970-01-01 00:00:01.490647274,0,37
13971639,"File Share, File Sharing, File Transfer, File Upload",quictransfer,1,story,1970-01-01 00:00:01.490647788,0,52
13971659,Peaceful Ambient Music,specialcafe,1,story,1970-01-01 00:00:01.490647925,0,22
13971662,AFFORDABLE Prepaid Credit Card for Small Businesses and Young Entrepreneurs,adeyemiadisa,1,story,1970-01-01 00:00:01.490647939,0,75
13971678,“MONEY FOR NOTHIN'” TRUMP PARODY VIDEO,onedder,1,story,1970-01-01 00:00:01.490648002,0,38
13971686,25 Famous Tech Journalists You Need to Follow,ravirajh,2,story,1970-01-01 00:00:01.490648031,0,45
13971717,Azure SQL 101 – Dynamic Data Masking,karsten25,1,story,1970-01-01 00:00:01.490648302,0,36
13971732,Create Hybrid Test Framework – Advanced Element Find Extensions,aangelov,1,story,1970-01-01 00:00:01.490648411,0,63
13971734,The Puppet design philosophy (2015),wunger,1,story,1970-01-01 00:00:01.490648419,0,35
13971761,چگونگی مدیریت تجهیزات اتاق سرور,artamco,1,story,1970-01-01 00:00:01.490648698,0,31
13971792,World’s first human head transplant to take place in 8 months,mattiemass,1,story,1970-01-01 00:00:01.490648982,0,61
13971796,"Release of 8th, 9th and 10th Editions Unix Source Code",domenico34,1,story,1970-01-01 00:00:01.490649019,0,54
13971816,Yahoo just made it super easy to find all your e-mailed photos,maryrosemarapia,1,story,1970-01-01 00:00:01.490649200,0,62
13971821,Elon Musk’s Neuralink wants to boost the brain to keep up with AI,Errorcod3,1,story,1970-01-01 00:00:01.490649220,0,65
13971849,Simple Website Fixes – Part 3,ztheller,1,story,1970-01-01 00:00:01.490649430,0,29
13971911,Elon Musk Launches Neuralink to Connect Brains with Computers,rbanffy,6,story,1970-01-01 00:00:01.490649970,0,61
13971929,DO Not OVERLOOK THE JOB SAFETY ANALYSIS,SALA_Medics,1,story,1970-01-01 00:00:01.490650094,0,39
13972138,Musk launches company to merge brain with computers,chrisshroba,1,story,1970-01-01 00:00:01.490651532,0,51
13972142,USA Trump Led Gov IRS Crackdown Targeting Bitcoin Exchange Coinbase Users,a-smith,1,story,1970-01-01 00:00:01.490651541,0,73
13972158,Elon Musk has launched a company that hopes to link your brain to a computer,adamwi,1,story,1970-01-01 00:00:01.490651678,0,76
13972175,Qebot Launches White Label Version of Its Business Platform,qebot,1,story,1970-01-01 00:00:01.490651780,0,59
13972216,Almost Paradise: The Remote Worker’s Guide to Lonely Island Survival,dodgersbenny,1,story,1970-01-01 00:00:01.490652026,0,68
13972233,Facebook Hires Former Apple Engineer to Oversee Oculus VR,IraqCombatVet,1,story,1970-01-01 00:00:01.490652183,0,57
13972358,Adding Google Adsense Smartly to Improve Your Earning: For Blogger Blog,babanature,1,story,1970-01-01 00:00:01.490653360,0,71
13972361,Subscribe,vickygkp8,1,story,1970-01-01 00:00:01.490653391,0,9
13972385,Google’s ‘Noto’ Is a Free Typeface That’s Readable in Over 800 Languages,persaudarmil,1,story,1970-01-01 00:00:01.490653637,0,72
13972424,Apple investigating accessory that turns iPhone into full-fledged laptop,borisjabes,1,story,1970-01-01 00:00:01.490653974,0,72
13972454,The Differences Between Muscle and Pony Cars,topspeedone,1,story,1970-01-01 00:00:01.490654221,0,44
13972534,Volantio is hiring – Bringing modern tech to the airline industry,Fenn,1,job,1970-01-01 00:00:01.490655011,0,65
13972600,"Educative,Entertaining and Inspirational – 18",jeoworld,1,story,1970-01-01 00:00:01.490655746,0,45
13972620,Watch Captain Underpants: The First Epic Movie Trailer,neilkoke,1,story,1970-01-01 00:00:01.490656032,0,54
13972703,Offstage Live,jmadeiro,1,story,1970-01-01 00:00:01.490656941,0,13
13972802,Bizwhoop – Articles to Help Entrepreneurs and Startups Get Business Done,SEOinSeattle,1,story,1970-01-01 00:00:01.490658218,0,72
13972834,Logo Design Service – Flat Fee Based,cakepancake,1,story,1970-01-01 00:00:01.490658634,0,36
13972844,Sentiment Analysis on Reddit Headlines: Python and NLTK,LearnDataSci,1,story,1970-01-01 00:00:01.490658751,0,55
13972870,"Baidu's head of AI, Andrew Ng, is leaving the company",hemapani,1,story,1970-01-01 00:00:01.490659064,0,53
13972921,Install Manjaro as You Want with Architect – Manjaro Linux,andrei_bunea,1,story,1970-01-01 00:00:01.490660058,0,58
13973027,Sapphire Falls: This Might Be Illegal,jorgemontenegro,1,story,1970-01-01 00:00:01.490661632,0,37
13973037,Okreader: Free/libre firmware for Kobo ebook readers,schiller-silvio,1,story,1970-01-01 00:00:01.490661744,0,52
13973054,7 Ways to Improve Employee Productivity Away from the Desk,nahamed,1,story,1970-01-01 00:00:01.490661981,0,58
13973095,Στοιχημα: Προκριματικά παγκοσμίου κυπέλλου Ν.Αμερικής,betcatalog,1,story,1970-01-01 00:00:01.490662603,0,53
13973107,Microsoft sued for millions over Windows 10 upgrades,palavsen,1,story,1970-01-01 00:00:01.490662766,0,52
13973147,This Psychological Trigger Will Make You Rich,karlmcguire,1,story,1970-01-01 00:00:01.490663233,0,45
13973153,I had cancer. This comic shows how much pressure I felt to be a hero,dwaxe,1,story,1970-01-01 00:00:01.490663346,0,68
13973191,FreeCodeCamp is building a massive public dataset about new coders,albert-helmuth,1,story,1970-01-01 00:00:01.490663903,0,66
13973250,5 Key Morning Routine Tricks for Better Productivity,Hibox,1,story,1970-01-01 00:00:01.490664585,0,52
13973285,Break the paradigm New project on redefining life,Sunshine3,1,story,1970-01-01 00:00:01.490664902,0,49
13973327,Tere naam part 2 trailer,deep_12,1,story,1970-01-01 00:00:01.490665249,0,24
13973336,The Text Message You Can’t Afford to Miss,xenonjack,1,story,1970-01-01 00:00:01.490665391,0,41
13973382,"I used Happn dating app, again. Meet people you crossed paths with",shigye,2,story,1970-01-01 00:00:01.490665822,0,66
13973393,Assert() in the hands of bad coders,lnolte,1,story,1970-01-01 00:00:01.490665940,0,35
13973406,"Ask HN: I was hit by an uber driver who had no insurance, what is my recourse?",throwaway90901,1,story,1970-01-01 00:00:01.490666063,0,78
13973445,GridinSoft Anti-Malware 3.0.84 Crack 2017 with Serial Key Free Download,codesionic,1,story,1970-01-01 00:00:01.490666466,0,71
13973483,Why Career Changers Make Great Junior Developers,dan_siepen,1,story,1970-01-01 00:00:01.490666923,0,48
13973563,Verbling is looking for a customer happiness rep (remote),jjolis,1,job,1970-01-01 00:00:01.490668031,0,57
13973599,New Account,Lucidious,1,story,1970-01-01 00:00:01.490668558,0,11
13973614,4 yrs Old kids played Placing Blocks like Adult,rochepink,1,story,1970-01-01 00:00:01.490668819,0,47
13973643,How a baby learn to find number 1 in easy way,rochepink,1,story,1970-01-01 00:00:01.490669254,0,45
13973685,Three Reasons Your Business Growth Is Stagnant,jamesdharper3,1,story,1970-01-01 00:00:01.490669785,0,46
13973694,DVDFab DRM Removal,dvdfabbookmark,1,story,1970-01-01 00:00:01.490669901,0,18
13973714,Stronger Than Ever- a school project,uraniathestar,1,story,1970-01-01 00:00:01.490670219,0,36
13973746,The 50 Senators That Voted to Monitor Your Internet Activity for Financial Gain,zrana,1,story,1970-01-01 00:00:01.490670700,0,79
13973795,Ask HN: What are the downsides of back end vs. front end for a new developer?,blue1000,1,story,1970-01-01 00:00:01.490671522,0,77
13973870,Blackmail,greg1111111111,1,story,1970-01-01 00:00:01.490672648,0,9
13973880,WhatsApp encryption,mangalamonline,1,story,1970-01-01 00:00:01.490672761,0,19
13973931,Itching Powder Prank on Fiance X2 (Gone Wrong and Backfires) – Mariah Dominic,MariahDominic,1,story,1970-01-01 00:00:01.490673383,0,77
13973997,"Canva, Pintrest and Bukalapak.com Share 8 Proven Tips for Growth Strategy",Alexholderness,1,story,1970-01-01 00:00:01.490674207,0,73
13974036,Trump to sign order sweeping away Obama-era climate policies,qubitcoder,40,story,1970-01-01 00:00:01.490674733,0,60
13974069,Google Is Making It Possible to Run Android Studio on ChromeOS,rarescruceat,1,story,1970-01-01 00:00:01.490675182,0,62
13974121,D&B Nation Hacked?,itsleongreen,1,story,1970-01-01 00:00:01.490675860,0,18
13974129,Top Latest Trends in the UI Design,orphicpixel,1,story,1970-01-01 00:00:01.490676009,0,34
13974154,How AI Could Speed Up the Race to Self-Driving Cars,33rdsquare,1,story,1970-01-01 00:00:01.490676420,0,51
13974180,Design and Build better products and services,zahorecz,1,story,1970-01-01 00:00:01.490676760,0,45
13974182,Password,goo-lab,1,story,1970-01-01 00:00:01.490676789,0,8
13974213,Elon Musk Launches Neuralink to Connect Brains with Computers,jonbaer,2,story,1970-01-01 00:00:01.490677288,0,61
13974224,Israel:apartheid against the Palestinians,Bordecorex,1,story,1970-01-01 00:00:01.490677458,0,41
13974232,Lovely Photos of Spring Season in Different Cities of Pakistan,mobeenmobi,1,story,1970-01-01 00:00:01.490677551,0,62
13974236,Read Code39standard Barcode from PNG Image and Enhanced QR Code Recognition in C#,zondray,1,story,1970-01-01 00:00:01.490677601,0,81
13974286,Business Launch Party Invitations and Ideas,Inviter,1,story,1970-01-01 00:00:01.490678233,0,43
13974300,Tagove helps businesses answer customer queries in real-time – YourStory.com,laduramvishnoi,1,story,1970-01-01 00:00:01.490678474,0,76
13974317,"Availability monitoring, 0.7 released",rultor,1,story,1970-01-01 00:00:01.490678740,0,37
13974327,TOP 50 of MarTech Events to Visit in 2017,Mobilunity,1,story,1970-01-01 00:00:01.490678836,0,41
13974370,Qaul Mubarak (Buzurgan E Deen Ke Irshadat) – Islamic Quotes,sk_hazratali,1,story,1970-01-01 00:00:01.490679400,0,59
13974391,Matlab R2016b Crack and Activation Key Full Version Download,khashmi78,1,story,1970-01-01 00:00:01.490679743,0,60
13974393,Hybrid Cloud Storage: Making Your Move to the Cloud,marrycom121,1,story,1970-01-01 00:00:01.490679777,0,51
13974394,#APT29 group used domain fronting to evade detection,paganinip,1,story,1970-01-01 00:00:01.490679786,0,52
13974401,"Introducing Muriel: An electron app to binge-watch anything, without being bored",lnolte,1,story,1970-01-01 00:00:01.490679861,0,80
13974408,People.ai (YC S16) Is Hiring Senior Front-End and Back End Engineers,rogik,1,job,1970-01-01 00:00:01.490679942,0,68
13974413,Customer Experience at the Heart of Digital Transformation,Peter424,1,story,1970-01-01 00:00:01.490680005,0,58
13974416,Hybrid Cloud Solutions for ERP,fuddu,1,story,1970-01-01 00:00:01.490680050,0,30
13974424,What's New Plesk Onyx WordPress Toolkit 2.0,xstamper,1,story,1970-01-01 00:00:01.490680330,0,43
13974446,AutoRun Pro Enterprise 14 Crack and Serial Key Free Download,jennifer123,1,story,1970-01-01 00:00:01.490680598,0,60
13974450,Qualcomm:+VR+reference+platform+switches+to+Snapdragon+835,allynushh,1,story,1970-01-01 00:00:01.490680660,0,58
13974457,G-suite-pricing     (http://www.g-suite.space/g-suite-pricing-india),G-suite-pricing,2,story,1970-01-01 00:00:01.490680817,0,68
13974483,Jackfruit Kerala,uarchanaanil,1,story,1970-01-01 00:00:01.490681247,0,16
13974495,Aws-upload – A delicious CLI Tool for uploading files to ec2,enrico50,1,story,1970-01-01 00:00:01.490681541,0,60
13974507,Seems like an idea that could be worthwhile,kruse-tim,1,story,1970-01-01 00:00:01.490681784,0,43
13974511,Elon Musk’s Neuralink wants to boost the brain to keep up with AI,preetish,1,story,1970-01-01 00:00:01.490681931,0,65
13974528,Five Ways for SMEs to Retain Quality Staff,anikaroy,1,story,1970-01-01 00:00:01.490682156,0,42
13974549,Reduce creatinine to do what,tianhao,1,story,1970-01-01 00:00:01.490682506,0,28
13974569,List of WordPress alternatives,jamilaliahmed,1,story,1970-01-01 00:00:01.490682829,0,30
13974580,تور مشهد در هتل آپارتمان انصار,hivakish,1,story,1970-01-01 00:00:01.490683068,0,30
13974600,Universal Keygen Generator 2017 Free Download Full Version,zubairismail,1,story,1970-01-01 00:00:01.490683408,0,58
13974608,Big Data and Analytics – Getting Started on Your Journey,Datafloq,1,story,1970-01-01 00:00:01.490683574,0,56
13974634,How angel investors value a business with no revenue,Wall_Street,1,story,1970-01-01 00:00:01.490684117,0,52
13974645,India girl and boys on break मस्ती कारो,deep_12,1,story,1970-01-01 00:00:01.490684314,0,39
13974680,This vedio change your thinking completly,karsten25,1,story,1970-01-01 00:00:01.490685141,0,41
13974704,I just test dva-hacknews is real time synchronization to this website,276636806,1,story,1970-01-01 00:00:01.490685393,0,69
13974712,Worksnaps Features: Screen Shot Viewer,Worksnaps,1,story,1970-01-01 00:00:01.490685538,0,38
13974725,Wilson’s Heart is a bold VR mash-up of game styles and film genres,jennytodavchych,1,story,1970-01-01 00:00:01.490685794,0,66
13974762,"Plastic welding machine in mumbai, Plastic welding",Anandjayam,1,story,1970-01-01 00:00:01.490686261,0,50
13974789,"The best Node.js framework for your project: Express.js, Koa.js or Sails.js",yuliay,1,story,1970-01-01 00:00:01.490686589,0,75
13974848,Xiaomi Mi6 / Mi6 Plus Specifications,Linktoblogs,1,story,1970-01-01 00:00:01.490687495,0,36
13974857,30 questions for a serverless fanboy,hullsean,1,story,1970-01-01 00:00:01.490687625,0,36
13974890,MeetNotes Beta Version-Free Signup and Trial,Meetnotes,1,story,1970-01-01 00:00:01.490688067,0,44
13974938,US Senate Is Threatening the Privacy of Americans,marcolanger,1,story,1970-01-01 00:00:01.490688839,0,49
13974970,L Marks and the British logistics giant Wincanton are launching W² Labs,EU-Startups2014,1,story,1970-01-01 00:00:01.490689267,0,71
13974982,4 tips we noticed from speaking with business representatives at the 4YFN 2017,viktor_f,1,story,1970-01-01 00:00:01.490689425,0,78
13974988,Thiết+kế+căn+hộ+giống+biệt+thự+đẳng+cấp,bdsnhaviet2016,1,story,1970-01-01 00:00:01.490689549,0,39
13975016,Sell bigcommerce store product on walmart.com,cedcommerce,1,story,1970-01-01 00:00:01.490690023,0,45
13975023,My Husky New Tab,010101101000,1,story,1970-01-01 00:00:01.490690086,0,16
13975083,Which Content Management System Should I Choose? Comparison of 5 Popular CMSs,PiotrF,1,story,1970-01-01 00:00:01.490691097,0,77
13975118,This is the dishwasher with an unsecured web server we deserve,kiyanwang,2,story,1970-01-01 00:00:01.490691514,0,62
